time (s),v("/Z7" ?result "tran") (V),v("/Z6" ?result "tran") (V),v("/Z5" ?result "tran") (V),v("/Z4" ?result "tran") (V),v("/Z3" ?result "tran") (V),v("/Z2" ?result "tran") (V),v("/Z1" ?result "tran") (V),v("/Z0" ?result "tran") (V),v("/X3" ?result "tran") (V),v("/X2" ?result "tran") (V),v("/X1" ?result "tran") (V),v("/X0" ?result "tran") (V),v("/Y3" ?result "tran") (V),v("/Y2" ?result "tran") (V),v("/Y1" ?result "tran") (V),v("/Y0" ?result "tran") (V)
375.0E-9,49.18E-9,49.18E-9,1.200,102.5E-9,1.200,-487.3E-6,-48.30E-6,-304.3E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.18E-9,1.200,96.40E-9,1.200,-501.2E-6,-49.77E-6,-376.5E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.18E-9,1.200,84.50E-9,1.200,-529.0E-6,-52.66E-6,-515.1E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,65.38E-9,1.200,-584.1E-6,-57.82E-6,-762.9E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,40.34E-9,1.200,-691.0E-6,-66.23E-6,-1.164E-3,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,28.52E-9,1.200,-883.6E-6,-76.50E-6,-1.669E-3,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,56.47E-9,1.200,-1.096E-3,-80.11E-6,-1.942E-3,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.18E-9,1.200,106.2E-9,1.200,-1.264E-3,-74.31E-6,-1.918E-3,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.18E-9,49.18E-9,1.200,150.5E-9,1.200,-1.383E-3,-60.44E-6,-1.693E-3,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,167.2E-9,1.200,-1.469E-3,-39.73E-6,-1.336E-3,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.16E-9,49.16E-9,1.200,136.8E-9,1.200,-1.551E-3,-14.51E-6,-905.7E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.16E-9,1.200,70.11E-9,1.200,-973.5E-6,8.227E-6,-480.3E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,29.26E-9,1.200,1.991E-3,16.08E-6,-258.2E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.18E-9,49.18E-9,1.200,14.26E-9,1.200,7.247E-3,16.99E-6,-146.0E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.18E-9,1.200,16.26E-9,1.200,13.47E-3,15.15E-6,-81.13E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.18E-9,1.200,29.01E-9,1.200,20.40E-3,11.56E-6,-36.13E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,39.23E-9,1.200,24.30E-3,8.703E-6,-19.32E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,46.60E-9,1.200,23.37E-3,6.256E-6,-9.226E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,49.84E-9,1.200,14.46E-3,4.730E-6,-5.619E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,51.59E-9,1.200,2.193E-3,3.847E-6,-3.244E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.18E-9,49.17E-9,1.200,52.36E-9,1.200,-16.05E-3,3.005E-6,-2.287E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,52.61E-9,1.200,-31.58E-3,2.420E-6,-987.1E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,52.22E-9,1.200,-24.42E-3,1.998E-6,-1.001E-6,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,51.90E-9,1.200,22.53E-3,1.723E-6,-245.2E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,51.31E-9,1.200,101.2E-3,1.513E-6,-529.9E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,50.98E-9,1.200,191.7E-3,1.374E-6,47.49E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,50.44E-9,1.200,309.5E-3,1.197E-6,-318.6E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,50.27E-9,1.200,424.2E-3,1.094E-6,174.8E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.0E-9,49.17E-9,49.17E-9,1.200,49.96E-9,1.200,560.0E-3,994.9E-9,-222.6E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.91E-9,1.200,711.8E-3,959.5E-9,226.1E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.65E-9,1.200,877.1E-3,909.8E-9,-181.5E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.63E-9,1.200,965.5E-3,902.4E-9,248.8E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.45E-9,1.200,1.033,867.7E-9,-168.3E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.46E-9,1.200,1.086,866.8E-9,256.1E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.33E-9,1.200,1.120,849.0E-9,-163.0E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.36E-9,1.200,1.150,858.3E-9,258.2E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.26E-9,1.200,1.171,836.9E-9,-161.3E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.34E-9,1.200,1.184,843.3E-9,258.8E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.26E-9,1.200,1.192,827.8E-9,-160.7E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.35E-9,1.200,1.196,842.7E-9,258.8E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.27E-9,1.200,1.198,830.6E-9,-160.8E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.36E-9,1.200,1.199,843.5E-9,259.2E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.28E-9,1.200,1.199,829.9E-9,-160.8E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.1E-9,49.17E-9,49.17E-9,1.200,49.36E-9,1.200,1.199,842.7E-9,259.2E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.2E-9,49.17E-9,49.17E-9,1.200,49.28E-9,1.200,1.200,829.2E-9,-160.8E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.2E-9,49.17E-9,49.17E-9,1.200,49.36E-9,1.200,1.200,841.7E-9,259.2E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.3E-9,49.17E-9,49.17E-9,1.200,49.28E-9,1.200,1.200,827.9E-9,-160.8E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.4E-9,49.17E-9,49.17E-9,1.200,49.36E-9,1.200,1.200,840.0E-9,259.2E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.5E-9,49.17E-9,49.17E-9,1.200,49.27E-9,1.200,1.200,825.6E-9,-160.8E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.6E-9,49.17E-9,49.17E-9,1.200,49.35E-9,1.200,1.200,836.7E-9,259.2E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
375.8E-9,49.17E-9,49.17E-9,1.200,49.27E-9,1.200,1.200,821.1E-9,-160.8E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
376.1E-9,49.17E-9,49.17E-9,1.200,49.34E-9,1.200,1.200,830.6E-9,259.2E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
376.5E-9,49.17E-9,49.17E-9,1.200,49.26E-9,1.200,1.200,812.7E-9,-160.8E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
377.1E-9,49.17E-9,49.17E-9,1.200,49.33E-9,1.200,1.200,819.1E-9,259.2E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
377.9E-9,49.17E-9,49.17E-9,1.200,49.24E-9,1.200,1.200,797.0E-9,-160.8E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
379.0E-9,49.17E-9,49.17E-9,1.200,49.30E-9,1.200,1.200,797.7E-9,259.2E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
380.0E-9,49.17E-9,49.17E-9,1.200,49.22E-9,1.200,1.200,773.5E-9,-160.8E-9,1.200,0.000,1.200,1.200,0.000,1.200,0.000,0.000
380.0E-9,49.68E-9,49.83E-9,1.200,16.04E-9,1.200,1.200,-55.92E-9,-24.00E-6,1.200,1.172E-3,1.199,1.199,0.000,1.200,0.000,0.000
380.0E-9,51.58E-9,52.32E-9,1.200,-91.05E-9,1.200,1.200,-2.176E-6,-76.65E-6,1.200,3.516E-3,1.196,1.196,0.000,1.200,0.000,0.000
380.0E-9,56.73E-9,59.14E-9,1.200,-261.7E-9,1.200,1.200,-6.418E-6,-176.2E-6,1.200,8.203E-3,1.192,1.192,0.000,1.200,0.000,0.000
380.0E-9,65.08E-9,70.26E-9,1.200,-540.9E-9,1.200,1.200,-14.27E-6,-361.0E-6,1.200,17.58E-3,1.182,1.182,0.000,1.200,0.000,0.000
380.0E-9,78.96E-9,88.12E-9,1.200,-1.104E-6,1.200,1.200,-28.39E-6,-681.7E-6,1.200,36.33E-3,1.164,1.164,0.000,1.200,0.000,0.000
380.0E-9,93.73E-9,107.8E-9,1.200,-2.087E-6,1.200,1.200,-50.24E-6,-1.156E-3,1.200,73.83E-3,1.126,1.126,0.000,1.200,0.000,0.000
380.0E-9,91.70E-9,109.2E-9,1.200,-3.477E-6,1.200,1.200,-74.80E-6,-1.651E-3,1.200,148.8E-3,1.051,1.051,0.000,1.200,0.000,0.000
380.0E-9,55.80E-9,69.34E-9,1.200,-4.100E-6,1.200,1.200,-79.48E-6,-1.761E-3,1.200,271.9E-3,928.1E-3,928.1E-3,0.000,1.200,0.000,0.000
380.0E-9,23.70E-9,24.04E-9,1.200,-3.082E-6,1.200,1.200,-57.60E-6,-1.465E-3,1.200,427.4E-3,772.6E-3,772.6E-3,0.000,1.200,0.000,0.000
380.0E-9,22.06E-9,12.76E-9,1.200,-1.700E-6,1.200,1.200,-33.15E-6,-1.118E-3,1.200,620.2E-3,579.8E-3,579.8E-3,0.000,1.200,0.000,0.000
380.0E-9,21.10E-9,7.379E-9,1.200,-1.575E-6,1.200,1.200,-30.36E-6,-1.067E-3,1.200,732.4E-3,467.6E-3,467.6E-3,0.000,1.200,0.000,0.000
380.0E-9,19.75E-9,1.809E-9,1.200,-943.2E-9,1.200,1.200,-17.77E-6,-873.7E-6,1.200,851.0E-3,349.0E-3,349.0E-3,0.000,1.200,0.000,0.000
380.0E-9,26.36E-9,9.253E-9,1.200,275.0E-9,1.200,1.200,354.1E-9,-614.5E-6,1.200,948.6E-3,251.4E-3,251.4E-3,0.000,1.200,0.000,0.000
380.0E-9,34.35E-9,18.71E-9,1.200,1.234E-6,1.200,1.201,13.74E-6,-416.5E-6,1.200,1.019,180.8E-3,180.8E-3,0.000,1.200,0.000,0.000
380.0E-9,43.36E-9,31.26E-9,1.200,2.174E-6,1.200,1.201,26.81E-6,-218.4E-6,1.200,1.098,102.3E-3,102.3E-3,0.000,1.200,0.000,0.000
380.0E-9,48.16E-9,39.05E-9,1.200,2.681E-6,1.200,1.201,33.98E-6,-106.4E-6,1.200,1.149,51.13E-3,51.13E-3,0.000,1.200,0.000,0.000
380.0E-9,52.15E-9,46.26E-9,1.200,3.081E-6,1.200,1.201,39.79E-6,-11.38E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,51.96E-9,46.08E-9,1.200,3.198E-6,1.200,1.201,42.06E-6,34.93E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,51.31E-9,45.37E-9,1.200,3.515E-6,1.200,1.201,47.41E-6,127.8E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,50.91E-9,44.91E-9,1.200,3.698E-6,1.200,1.201,50.16E-6,172.5E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,50.26E-9,44.18E-9,1.200,4.022E-6,1.200,1.201,55.25E-6,258.8E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,48.99E-9,42.76E-9,1.200,4.657E-6,1.200,1.201,65.16E-6,425.1E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,46.78E-9,40.29E-9,1.200,5.800E-6,1.200,1.201,82.87E-6,723.8E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,43.20E-9,36.28E-9,1.200,7.666E-6,1.200,1.201,111.2E-6,1.211E-3,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,40.33E-9,33.19E-9,1.200,9.947E-6,1.200,1.201,143.9E-6,1.829E-3,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,43.57E-9,37.28E-9,1.200,10.77E-6,1.200,1.201,157.7E-6,2.155E-3,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,52.94E-9,48.81E-9,1.200,9.841E-6,1.200,1.201,147.1E-6,2.111E-3,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,65.61E-9,65.01E-9,1.200,7.517E-6,1.200,1.201,117.9E-6,1.809E-3,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,77.17E-9,81.34E-9,1.200,4.261E-6,1.200,1.201,75.23E-6,1.339E-3,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,83.26E-9,93.02E-9,1.200,551.4E-9,1.200,1.201,26.78E-6,801.4E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,71.40E-9,81.01E-9,1.200,-1.989E-6,1.200,1.201,-12.43E-6,340.0E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,68.76E-9,66.31E-9,1.200,-2.317E-6,1.200,1.198,-26.09E-6,131.5E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,74.99E-9,60.01E-9,1.200,-1.244E-6,1.200,1.193,-25.60E-6,60.91E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,60.46E-9,52.15E-9,1.200,36.52E-9,1.200,1.188,-21.03E-6,27.97E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,31.74E-9,41.29E-9,1.200,907.1E-9,1.200,1.181,-14.68E-6,9.730E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,17.12E-9,34.68E-9,1.200,812.7E-9,1.200,1.174,-9.586E-6,4.205E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,19.63E-9,33.53E-9,1.200,270.0E-9,1.200,1.162,-5.946E-6,1.201E-6,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,31.24E-9,36.85E-9,1.200,-303.8E-9,1.200,1.146,-3.613E-6,977.5E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,42.32E-9,41.22E-9,1.200,-588.5E-9,1.200,1.130,-2.302E-6,40.15E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,39.94E-9,42.32E-9,1.200,-857.9E-9,1.200,1.109,-1.242E-6,496.8E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,19.15E-9,36.74E-9,1.200,-1.266E-6,1.200,1.081,-649.5E-9,-201.0E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,-8.451E-9,27.48E-9,1.200,-1.913E-6,1.200,1.058,-242.4E-9,406.3E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,-15.65E-9,22.42E-9,1.200,-3.547E-6,1.200,1.044,-37.75E-9,-250.1E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,6.411E-9,24.39E-9,1.200,-5.882E-6,1.200,1.038,128.9E-9,381.7E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,30.91E-9,30.37E-9,1.200,-8.509E-6,1.200,1.033,175.2E-9,-258.3E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,56.07E-9,38.41E-9,1.200,-11.32E-6,1.200,1.023,300.3E-9,371.3E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,75.29E-9,45.86E-9,1.200,-13.48E-6,1.200,1.005,337.8E-9,-258.8E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,91.08E-9,53.63E-9,1.200,-15.44E-6,1.200,978.8E-3,454.9E-9,363.9E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,102.7E-9,62.99E-9,1.200,-17.23E-6,1.200,926.4E-3,513.3E-9,-258.7E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,102.5E-9,66.80E-9,1.200,-17.47E-6,1.200,884.1E-3,591.3E-9,358.8E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,97.26E-9,68.33E-9,1.200,-16.94E-6,1.200,836.8E-3,585.6E-9,-256.0E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,88.48E-9,67.66E-9,1.200,-15.64E-6,1.200,781.2E-3,647.0E-9,355.1E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.0E-9,74.32E-9,63.94E-9,1.200,-13.11E-6,1.200,691.3E-3,647.8E-9,-255.0E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,59.64E-9,57.68E-9,1.200,-10.15E-6,1.200,560.9E-3,723.0E-9,352.6E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,50.60E-9,52.50E-9,1.200,-8.710E-6,1.200,410.7E-3,721.6E-9,-254.1E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,47.57E-9,50.60E-9,1.200,-7.997E-6,1.200,286.6E-3,774.2E-9,351.7E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,49.34E-9,53.73E-9,1.200,1.379E-6,1.200,193.4E-3,751.4E-9,-252.6E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,57.22E-9,66.50E-9,1.200,56.13E-6,1.200,126.3E-3,788.4E-9,350.4E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,64.05E-9,80.44E-9,1.200,209.7E-6,1.200,76.59E-3,755.3E-9,-251.5E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,44.03E-9,55.90E-9,1.200,413.2E-6,1.200,46.03E-3,790.9E-9,349.4E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,19.63E-9,7.868E-9,1.200,590.5E-6,1.199,26.21E-3,761.9E-9,-250.6E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,26.24E-9,1.403E-9,1.200,688.5E-6,1.198,15.83E-3,796.9E-9,348.5E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,36.94E-9,16.31E-9,1.200,749.4E-6,1.197,10.45E-3,764.3E-9,-249.7E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,23.09E-9,-2.698E-9,1.200,757.3E-6,1.196,8.647E-3,796.3E-9,347.4E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,17.85E-9,-13.81E-9,1.200,665.1E-6,1.195,6.939E-3,763.8E-9,-247.8E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,35.95E-9,12.26E-9,1.200,444.2E-6,1.194,6.088E-3,795.5E-9,345.8E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,45.11E-9,26.31E-9,1.200,-155.3E-6,1.194,5.564E-3,763.9E-9,-245.0E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,112.1E-9,126.4E-9,1.200,-2.277E-3,1.194,5.053E-3,794.7E-9,343.5E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,182.0E-9,230.5E-9,1.200,-4.629E-3,1.195,4.697E-3,763.9E-9,-242.8E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,197.6E-9,278.4E-9,1.200,-7.122E-3,1.197,4.340E-3,794.0E-9,341.0E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,123.3E-9,209.4E-9,1.200,-9.058E-3,1.203,3.944E-3,763.7E-9,-241.6E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,46.11E-9,110.1E-9,1.200,-9.996E-3,1.210,3.664E-3,793.5E-9,338.8E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,-10.80E-9,17.74E-9,1.200,-10.79E-3,1.220,3.388E-3,764.0E-9,-239.7E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,-22.59E-9,-32.69E-9,1.200,-11.89E-3,1.234,3.132E-3,793.3E-9,337.3E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,2.513E-9,-26.80E-9,1.200,-13.46E-3,1.225,2.892E-3,764.2E-9,-238.5E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,14.13E-9,-14.53E-9,1.200,-14.70E-3,1.194,2.781E-3,793.0E-9,335.6E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,26.07E-9,-390.2E-12,1.200,-16.29E-3,1.144,2.655E-3,764.3E-9,-238.1E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,33.91E-9,8.816E-9,1.200,-17.75E-3,1.099,2.578E-3,793.0E-9,333.2E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,42.49E-9,21.00E-9,1.200,-19.75E-3,1.035,2.464E-3,765.3E-9,-232.8E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,47.55E-9,29.61E-9,1.200,-21.07E-3,978.5E-3,2.390E-3,792.7E-9,331.4E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,52.60E-9,39.59E-9,1.200,-19.97E-3,898.3E-3,2.275E-3,765.3E-9,-231.5E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,55.71E-9,47.97E-9,1.200,-3.150E-3,793.3E-3,2.166E-3,792.2E-9,329.4E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,56.55E-9,53.19E-9,1.200,74.65E-3,665.9E-3,2.040E-3,765.4E-9,-230.6E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,57.26E-9,56.77E-9,1.200,207.4E-3,560.1E-3,1.968E-3,792.1E-9,328.0E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,56.04E-9,57.13E-9,1.200,385.3E-3,454.8E-3,1.889E-3,765.8E-9,-228.6E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,52.73E-9,53.81E-9,1.200,606.5E-3,350.1E-3,1.830E-3,791.8E-9,326.3E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,48.78E-9,48.56E-9,1.200,868.8E-3,253.0E-3,1.752E-3,765.8E-9,-226.4E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,44.96E-9,42.57E-9,1.200,1.051,190.5E-3,1.706E-3,791.3E-9,325.5E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,43.45E-9,39.51E-9,1.200,1.122,152.2E-3,1.658E-3,765.7E-9,-227.1E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,46.69E-9,43.31E-9,1.200,1.150,124.9E-3,1.633E-3,791.3E-9,321.7E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,54.95E-9,55.09E-9,1.200,1.169,97.63E-3,1.585E-3,766.3E-9,-224.3E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,59.86E-9,63.35E-9,1.200,1.177,79.54E-3,1.562E-3,791.0E-9,319.8E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,61.60E-9,68.66E-9,1.200,1.185,58.29E-3,1.508E-3,766.9E-9,-218.5E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,55.47E-9,62.70E-9,1.200,1.190,39.10E-3,1.460E-3,790.8E-9,318.3E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,46.40E-9,49.58E-9,1.200,1.194,23.12E-3,1.380E-3,766.6E-9,-219.1E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
380.1E-9,42.73E-9,40.63E-9,1.200,1.197,12.47E-3,1.303E-3,790.2E-9,317.3E-9,1.200,1.200,0.000,0.000,0.000,1.200,0.000,0.000
